Delivery_ID,Order_ID,Assigned_Rider_ID,Estimated_Delivery_Min,Actual_Delivery_Min,Restaurant_Prep_Min,Pickup_Delay_Min,Delivery_Delay_Min
D014614,O015679,RIDER2085,27,54,18,0.9,27
D014615,O015680,RIDER1147,22,56,38,1.1,34
D014616,O015681,RIDER1589,48,46,29,3.6,0
D014617,O015683,RIDER1599,36,36,28,7.5,0
D014618,O015684,RIDER1904,34,39,14,3.2,5
D014619,O015685,RIDER1931,24,28,32,1.9,4
D014620,O015686,RIDER2187,36,35,15,4.0,0
D014621,O015687,RIDER1768,50,54,31,4.8,4
D014622,O015688,RIDER0781,17,19,19,3.5,2
D014623,O015689,RIDER1920,46,46,27,1.8,0
D014624,O015690,RIDER0556,34,48,38,3.0,14
D014625,O015691,RIDER1540,23,34,22,5.4,11
D014626,O015692,RIDER0111,36,61,14,2.5,25
D014627,O015693,RIDER0561,42,67,42,2.7,25
D014628,O015694,RIDER0797,31,27,20,6.7,0
D014629,O015695,RIDER0263,38,42,16,1.9,4
D014630,O015696,RIDER0680,32,30,42,3.9,0
D014631,O015697,RIDER1601,24,23,36,5.8,0
D014632,O015699,RIDER1259,29,32,28,5.4,3
D014633,O015700,RIDER0210,36,35,15,8.2,0
D014634,O015701,RIDER0110,34,35,15,1.4,1
D014635,O015702,RIDER1301,25,24,30,2.2,0
D014636,O015703,RIDER1061,22,50,23,0.9,28
D014637,O015704,RIDER1918,27,28,32,0.7,1
D014638,O015705,RIDER2000,44,51,38,2.4,7
D014639,O015706,RIDER0102,36,39,16,3.1,3
D014640,O015707,RIDER1620,55,56,34,1.7,1
D014641,O015708,RIDER1953,32,37,32,2.9,5
D014642,O015709,RIDER1186,42,49,15,5.4,7
D014643,O015710,RIDER0284,22,20,37,3.5,0
D014644,O015711,RIDER1321,32,29,15,2.5,0
D014645,O015712,RIDER0087,23,45,35,0.4,22
D014646,O015713,RIDER2221,32,31,40,0.5,0
D014647,O015714,RIDER1546,49,45,28,7.9,0
D014648,O015715,RIDER2079,43,62,14,2.3,19
D014649,O015716,RIDER2191,27,37,37,0.8,10
D014650,O015717,RIDER1884,28,35,25,2.7,7
D014651,O015718,RIDER0230,25,25,36,2.4,0
D014652,O015719,RIDER1682,33,35,25,1.7,2
D014653,O015720,RIDER2012,22,17,19,5.1,0
D014654,O015721,RIDER2149,29,38,20,1.3,9
D014655,O015722,RIDER1816,56,90,38,3.1,34
D014656,O015723,RIDER1445,34,60,25,2.1,26
D014657,O015724,RIDER1180,22,20,35,0.5,0
D014658,O015725,RIDER2134,30,30,30,4.8,0
D014659,O015726,RIDER0932,35,42,24,5.4,7
D014660,O015727,RIDER1440,43,46,37,0.4,3
D014661,O015728,RIDER1128,47,60,31,1.5,13
D014662,O015729,RIDER0631,46,51,42,0.4,5
D014663,O015730,RIDER2154,33,32,16,0.5,0
D014664,O015731,RIDER0369,29,58,32,5.4,29
D014665,O015732,RIDER1593,33,38,35,4.0,5
D014666,O015733,RIDER2372,31,37,33,2.3,6
D014667,O015734,RIDER1519,35,52,33,3.4,17
D014668,O015735,RIDER0178,34,40,42,1.6,6
D014669,O015736,RIDER0441,20,17,27,4.7,0
D014670,O015737,RIDER1334,34,41,42,1.6,7
D014671,O015738,RIDER2290,24,19,24,4.7,0
D014672,O015739,RIDER2147,20,48,42,3.8,28
D014673,O015740,RIDER0850,30,34,21,4.0,4
D014674,O015741,RIDER0452,31,43,16,0.9,12
D014675,O015742,RIDER1469,27,25,37,1.2,0
D014676,O015743,RIDER0547,28,41,24,10.1,13
D014677,O015744,RIDER1367,25,25,31,2.2,0
D014678,O015745,RIDER0251,44,72,24,1.7,28
D014679,O015746,RIDER2442,35,40,29,0.7,5
D014680,O015747,RIDER0899,31,33,42,2.7,2
D014681,O015748,RIDER2254,28,28,34,4.0,0
D014682,O015749,RIDER0697,31,52,37,1.1,21
D014683,O015750,RIDER1498,52,49,16,3.1,0
D014684,O015751,RIDER0300,39,34,32,2.9,0
D014685,O015752,RIDER0881,28,57,41,4.0,29
D014686,O015753,RIDER0185,41,56,18,14.1,15
D014687,O015754,RIDER1230,30,38,18,3.3,8
D014688,O015755,RIDER2044,36,50,30,5.7,14
D014689,O015756,RIDER1660,39,36,28,0.2,0
D014690,O015757,RIDER2125,40,36,19,1.4,0
D014691,O015758,RIDER2289,28,30,23,5.1,2
D014692,O015759,RIDER0664,32,47,31,7.0,15
D014693,O015760,RIDER0980,50,51,32,1.1,1
D014694,O015761,RIDER0937,19,19,19,2.1,0
D014695,O015762,RIDER0226,24,21,23,2.6,0
D014696,O015763,RIDER2037,35,38,35,2.0,3
D014697,O015764,RIDER1161,29,51,15,0.4,22
D014698,O015766,RIDER0030,20,34,38,7.2,14
D014699,O015767,RIDER1314,18,20,19,1.3,2
D014700,O015768,RIDER0310,24,22,15,4.8,0
D014701,O015769,RIDER1030,28,28,21,0.9,0
D014702,O015770,RIDER0778,46,49,21,2.8,3
D014703,O015771,RIDER2260,21,23,25,1.1,2
D014704,O015772,RIDER1435,40,36,22,2.8,0
D014705,O015774,RIDER1557,25,32,16,2.1,7
D014706,O015775,RIDER0833,33,32,28,1.0,0
D014707,O015776,RIDER2356,49,78,36,2.4,29
D014708,O015778,RIDER2442,39,39,33,6.1,0
D014709,O015779,RIDER0277,34,49,42,1.6,15
D014710,O015780,RIDER0816,33,32,30,2.4,0
D014711,O015781,RIDER0481,32,42,30,2.9,10
D014712,O015782,RIDER1272,41,43,18,1.4,2
D014713,O015783,RIDER0474,48,43,15,1.3,0
D014714,O015784,RIDER1244,26,60,21,1.4,34
D014715,O015785,RIDER0627,46,69,27,10.3,23
D014716,O015786,RIDER1829,63,60,14,1.4,0
D014717,O015788,RIDER2280,27,32,16,1.9,5
D014718,O015789,RIDER2193,47,44,33,1.3,0
D014719,O015790,RIDER0611,25,24,21,2.3,0
D014720,O015791,RIDER0603,52,48,18,1.3,0
D014721,O015792,RIDER2450,40,37,29,1.0,0
D014722,O015794,RIDER2077,41,58,29,2.7,17
D014723,O015795,RIDER1679,26,29,25,2.3,3
D014724,O015796,RIDER0806,28,23,41,1.0,0
D014725,O015797,RIDER0168,42,48,19,1.6,6
D014726,O015799,RIDER0222,34,35,40,2.1,1
D014727,O015800,RIDER2055,18,41,37,3.2,23
D014728,O015801,RIDER0224,46,64,41,2.6,18
D014729,O015802,RIDER0129,48,71,20,11.2,23
D014730,O015804,RIDER2222,49,45,42,2.1,0
D014731,O015805,RIDER2124,22,37,27,1.3,15
D014732,O015806,RIDER0234,28,33,23,0.6,5
D014733,O015807,RIDER2091,34,67,24,3.0,33
D014734,O015808,RIDER1647,25,56,21,3.1,31
D014735,O015809,RIDER0117,40,47,22,6.3,7
D014736,O015810,RIDER0870,58,61,25,0.4,3
D014737,O015811,RIDER2467,33,34,27,4.6,1
D014738,O015812,RIDER0954,35,58,30,3.4,23
D014739,O015813,RIDER1336,41,43,31,1.3,2
D014740,O015814,RIDER1107,41,37,15,5.2,0
D014741,O015815,RIDER2411,29,29,21,0.4,0
D014742,O015816,RIDER0696,33,34,15,3.3,1
D014743,O015817,RIDER2035,51,70,28,1.1,19
D014744,O015818,RIDER1642,27,31,22,2.8,4
D014745,O015819,RIDER0177,25,24,21,5.9,0
D014746,O015820,RIDER0619,32,44,36,0.9,12
D014747,O015821,RIDER1731,31,32,26,0.9,1
D014748,O015822,RIDER0171,27,31,37,2.4,4
D014749,O015823,RIDER2202,33,39,25,3.8,6
D014750,O015824,RIDER1680,70,67,31,0.3,0
D014751,O015825,RIDER1164,24,55,19,1.1,31
D014752,O015826,RIDER0714,28,32,23,4.4,4
D014753,O015827,RIDER1929,29,33,28,1.1,4
D014754,O015828,RIDER0440,24,26,17,4.5,2
D014755,O015829,RIDER1146,44,47,24,0.1,3
D014756,O015830,RIDER1271,26,32,23,2.7,6
D014757,O015831,RIDER1868,70,76,19,0.9,6
D014758,O015832,RIDER1146,26,44,37,1.1,18
D014759,O015833,RIDER1253,30,36,22,6.0,6
D014760,O015834,RIDER0842,43,43,31,2.4,0
D014761,O015835,RIDER2151,29,48,32,3.3,19
D014762,O015836,RIDER1219,34,44,36,1.4,10
D014763,O015838,RIDER1028,35,62,39,5.4,27
D014764,O015839,RIDER2469,32,37,15,3.8,5
D014765,O015840,RIDER2358,30,30,17,5.5,0
D014766,O015841,RIDER2339,22,18,23,0.8,0
D014767,O015842,RIDER0226,43,45,30,0.7,2
D014768,O015843,RIDER1147,23,29,22,4.8,6
D014769,O015844,RIDER1810,26,58,18,1.4,32
D014770,O015845,RIDER1695,39,34,38,5.1,0
D014771,O015846,RIDER0744,19,15,16,0.8,0
D014772,O015847,RIDER1993,36,69,42,1.5,33
D014773,O015848,RIDER0875,26,26,38,0.1,0
D014774,O015849,RIDER0026,43,39,33,7.1,0
D014775,O015850,RIDER0267,26,27,25,2.4,1
D014776,O015851,RIDER2301,24,20,18,2.4,0
D014777,O015852,RIDER1032,50,54,16,4.9,4
D014778,O015853,RIDER2195,41,57,31,6.6,16
D014779,O015854,RIDER2325,36,34,28,1.1,0
D014780,O015855,RIDER0325,40,73,36,1.1,33
D014781,O015856,RIDER0789,31,38,22,10.4,7
D014782,O015858,RIDER1561,39,45,36,6.0,6
D014783,O015859,RIDER2500,27,29,34,0.5,2
D014784,O015860,RIDER1420,41,44,31,1.8,3
D014785,O015861,RIDER1705,31,29,32,2.4,0
D014786,O015862,RIDER1387,38,44,35,0.1,6
D014787,O015863,RIDER2300,45,40,14,1.6,0
D014788,O015864,RIDER2051,27,28,24,1.7,1
D014789,O015865,RIDER0023,51,64,22,3.9,13
D014790,O015866,RIDER0042,23,22,24,3.0,0
D014791,O015867,RIDER0895,35,50,31,5.4,15
D014792,O015869,RIDER1292,25,25,22,5.8,0
D014793,O015870,RIDER1625,30,26,28,2.1,0
D014794,O015871,RIDER1954,37,41,14,7.5,4
D014795,O015872,RIDER0130,33,59,21,1.5,26
D014796,O015873,RIDER0548,34,59,37,2.5,25
D014797,O015874,RIDER0811,33,31,21,3.3,0
D014798,O015875,RIDER0390,36,51,33,0.8,15
D014799,O015876,RIDER1732,49,44,31,3.1,0
D014800,O015877,RIDER0655,52,55,25,3.8,3
D014801,O015878,RIDER1761,70,86,37,1.6,16
D014802,O015879,RIDER1952,36,34,17,5.7,0
D014803,O015881,RIDER0418,26,33,31,1.7,7
D014804,O015882,RIDER1671,38,38,15,2.9,0
D014805,O015883,RIDER0968,54,58,42,2.8,4
D014806,O015884,RIDER0901,22,53,33,1.0,31
D014807,O015885,RIDER1886,21,55,30,4.4,34
D014808,O015886,RIDER0101,63,65,22,1.7,2
D014809,O015887,RIDER1408,30,35,15,2.3,5
D014810,O015888,RIDER1025,36,59,40,2.9,23
D014811,O015889,RIDER0886,25,37,34,1.1,12
D014812,O015890,RIDER1046,28,26,23,1.3,0
D014813,O015891,RIDER0056,34,57,31,1.9,23
D014814,O015892,RIDER1876,28,30,19,0.3,2
D014815,O015893,RIDER0905,36,34,37,2.7,0
D014816,O015894,RIDER2321,31,37,37,5.0,6
D014817,O015895,RIDER0278,23,25,30,2.2,2
D014818,O015896,RIDER2196,52,82,39,0.8,30
D014819,O015897,RIDER0015,21,19,17,2.0,0
D014820,O015898,RIDER0120,38,38,24,2.4,0
D014821,O015899,RIDER1747,33,60,14,0.3,27
D014822,O015900,RIDER2361,24,29,29,4.7,5
D014823,O015901,RIDER0243,30,37,31,2.2,7
D014824,O015902,RIDER1923,34,34,33,3.0,0
D014825,O015903,RIDER0131,37,69,18,1.7,32
D014826,O015904,RIDER1839,27,31,15,0.9,4
D014827,O015905,RIDER0515,60,69,24,4.8,9
D014828,O015906,RIDER1387,38,38,21,1.7,0
D014829,O015907,RIDER0647,34,45,16,3.0,11
D014830,O015909,RIDER2300,53,48,42,5.9,0
D014831,O015910,RIDER1616,39,67,38,2.7,28
D014832,O015911,RIDER0236,32,27,17,6.1,0
D014833,O015912,RIDER2434,31,31,30,8.0,0
D014834,O015913,RIDER2358,49,48,14,0.8,0
D014835,O015914,RIDER2217,32,27,25,2.3,0
D014836,O015915,RIDER1037,43,46,39,8.0,3
D014837,O015916,RIDER0691,58,87,33,1.9,29
D014838,O015917,RIDER1275,48,52,17,10.2,4
D014839,O015918,RIDER1625,49,81,29,2.8,32
D014840,O015919,RIDER0175,31,45,15,4.8,14
D014841,O015920,RIDER1296,28,30,15,1.9,2
D014842,O015921,RIDER2195,27,22,32,9.7,0
D014843,O015922,RIDER1842,51,76,30,1.2,25
D014844,O015923,RIDER1715,22,25,18,3.7,3
D014845,O015924,RIDER2235,22,25,42,0.2,3
D014846,O015925,RIDER0822,23,43,24,2.8,20
D014847,O015926,RIDER1837,24,30,35,8.8,6
D014848,O015927,RIDER1609,33,65,25,5.7,32
D014849,O015928,RIDER0007,40,40,21,6.3,0
D014850,O015929,RIDER0504,29,34,20,4.1,5
D014851,O015930,RIDER0082,31,51,19,2.0,20
D014852,O015931,RIDER0355,25,25,24,1.1,0
D014853,O015933,RIDER2155,31,38,16,0.8,7
D014854,O015934,RIDER0494,45,45,22,1.8,0
D014855,O015935,RIDER2121,32,34,25,1.6,2
D014856,O015936,RIDER1949,48,82,14,1.3,34
D014857,O015937,RIDER1110,26,26,15,8.9,0
D014858,O015938,RIDER1061,39,46,35,0.1,7
D014859,O015939,RIDER2282,31,41,21,6.0,10
D014860,O015940,RIDER0311,54,75,37,0.3,21
D014861,O015941,RIDER0877,30,25,23,2.6,0
D014862,O015942,RIDER0477,36,43,14,3.6,7
D014863,O015943,RIDER0476,60,58,40,1.1,0
D014864,O015944,RIDER1800,42,50,25,1.0,8
D014865,O015945,RIDER1837,46,53,19,5.1,7
D014866,O015946,RIDER1948,47,52,33,3.2,5
D014867,O015947,RIDER0072,40,65,19,5.6,25
D014868,O015948,RIDER0852,25,22,42,2.6,0
D014869,O015949,RIDER1942,24,22,27,8.6,0
D014870,O015950,RIDER0218,29,33,27,2.3,4
D014871,O015951,RIDER1962,34,41,17,2.8,7
D014872,O015952,RIDER0422,38,50,29,0.3,12
D014873,O015954,RIDER1352,49,63,35,2.4,14
D014874,O015955,RIDER0338,38,35,28,2.0,0
D014875,O015956,RIDER1284,22,52,19,4.5,30
D014876,O015957,RIDER1648,34,55,37,3.6,21
D014877,O015958,RIDER0976,23,25,29,0.9,2
D014878,O015959,RIDER2164,39,36,31,2.0,0
D014879,O015960,RIDER0802,49,47,28,0.7,0
D014880,O015961,RIDER2442,32,32,19,11.2,0
D014881,O015962,RIDER2487,30,63,21,0.6,33
D014882,O015963,RIDER0657,39,35,42,0.3,0
D014883,O015964,RIDER2390,41,47,42,7.1,6
D014884,O015965,RIDER2470,33,34,33,2.7,1
D014885,O015966,RIDER0212,23,50,35,5.4,27
D014886,O015967,RIDER1610,52,59,21,2.4,7
D014887,O015968,RIDER0563,22,28,35,1.7,6
D014888,O015969,RIDER1510,33,30,32,2.4,0
D014889,O015970,RIDER0734,34,39,41,4.5,5
D014890,O015971,RIDER2114,26,28,18,7.3,2
D014891,O015972,RIDER1403,20,51,42,4.9,31
D014892,O015973,RIDER1820,21,17,23,5.6,0
D014893,O015976,RIDER0021,25,33,28,1.0,8
D014894,O015978,RIDER2096,52,55,36,4.0,3
D014895,O015979,RIDER1559,26,25,17,4.1,0
D014896,O015980,RIDER1938,34,67,25,1.5,33
D014897,O015981,RIDER1759,37,35,15,4.0,0
D014898,O015982,RIDER1519,40,42,22,0.2,2
D014899,O015983,RIDER1937,30,27,16,9.5,0
D014900,O015984,RIDER0716,26,51,33,1.7,25
D014901,O015985,RIDER1042,36,33,36,2.4,0
D014902,O015986,RIDER0013,21,20,15,3.5,0
D014903,O015987,RIDER2161,27,32,39,6.8,5
D014904,O015988,RIDER1795,23,28,34,3.5,5
D014905,O015989,RIDER1085,27,24,28,6.4,0
D014906,O015990,RIDER0655,39,43,19,0.8,4
D014907,O015991,RIDER1469,34,35,31,8.8,1
D014908,O015992,RIDER1109,33,28,24,1.5,0
D014909,O015993,RIDER1473,38,46,29,5.6,8
D014910,O015994,RIDER1495,45,44,14,4.8,0
D014911,O015995,RIDER1366,25,48,33,1.2,23
D014912,O015996,RIDER1979,33,51,22,3.7,18
D014913,O015998,RIDER0022,41,71,14,5.6,30
D014914,O015999,RIDER0366,26,28,16,2.2,2
D014915,O016000,RIDER2058,46,70,31,0.4,24
D014916,O016001,RIDER0988,33,32,28,4.1,0
D014917,O016002,RIDER0638,49,54,16,1.2,5
D014918,O016003,RIDER0247,32,43,34,2.6,11
D014919,O016004,RIDER0504,40,50,16,0.6,10
D014920,O016005,RIDER0234,28,26,39,2.3,0
D014921,O016006,RIDER1039,33,66,22,3.1,33
D014922,O016007,RIDER0697,32,30,14,1.7,0
D014923,O016008,RIDER1440,27,22,35,4.5,0
D014924,O016009,RIDER0037,30,58,38,1.1,28
D014925,O016010,RIDER0684,49,58,21,0.4,9
D014926,O016011,RIDER1494,21,26,14,4.8,5
D014927,O016012,RIDER0615,22,18,25,2.5,0
D014928,O016015,RIDER0954,32,38,27,3.6,6
D014929,O016016,RIDER1929,44,74,15,4.3,30
D014930,O016017,RIDER1880,50,49,37,3.5,0
D014931,O016018,RIDER0112,34,50,15,0.5,16
D014932,O016019,RIDER0797,34,36,35,2.2,2
D014933,O016020,RIDER1111,25,57,37,0.2,32
D014934,O016021,RIDER0782,34,41,34,3.8,7
D014935,O016022,RIDER0639,30,63,42,1.8,33
D014936,O016023,RIDER0664,35,36,39,13.0,1
D014937,O016024,RIDER2237,31,31,14,3.4,0
D014938,O016025,RIDER0622,38,45,37,1.7,7
D014939,O016026,RIDER0529,37,59,15,2.9,22
D014940,O016027,RIDER2461,27,32,16,3.0,5
D014941,O016028,RIDER2298,23,19,25,7.5,0
D014942,O016029,RIDER1242,57,59,37,2.7,2
D014943,O016030,RIDER0452,30,26,41,1.4,0
D014944,O016031,RIDER2367,27,32,28,6.2,5
D014945,O016032,RIDER2361,26,21,37,3.3,0
D014946,O016033,RIDER1696,26,58,35,1.0,32
D014947,O016034,RIDER0425,25,29,28,1.9,4
D014948,O016035,RIDER2341,30,26,15,3.1,0
D014949,O016036,RIDER1989,60,91,25,1.9,31
D014950,O016037,RIDER1941,35,37,34,0.2,2
D014951,O016038,RIDER0513,51,47,21,2.1,0
D014952,O016039,RIDER0106,32,33,32,2.1,1
D014953,O016040,RIDER1983,22,20,15,1.1,0
D014954,O016041,RIDER1275,35,66,27,1.4,31
D014955,O016042,RIDER2105,28,27,15,0.7,0
D014956,O016043,RIDER0278,34,36,36,3.2,2
D014957,O016044,RIDER0120,34,49,31,3.9,15
D014958,O016045,RIDER0157,28,27,40,1.3,0
D014959,O016046,RIDER1293,43,40,15,3.4,0
D014960,O016047,RIDER2286,31,37,25,1.4,6
D014961,O016048,RIDER0421,24,57,39,7.6,33
D014962,O016049,RIDER1031,19,20,24,0.3,1
D014963,O016050,RIDER0516,31,42,14,8.2,11
D014964,O016051,RIDER2361,46,52,35,1.5,6
D014965,O016052,RIDER0035,29,36,37,3.4,7
D014966,O016053,RIDER0153,43,44,22,2.3,1
D014967,O016054,RIDER1751,35,46,32,4.2,11
D014968,O016055,RIDER0065,70,75,19,3.3,5
D014969,O016056,RIDER1345,58,78,21,0.4,20
D014970,O016057,RIDER2078,35,48,40,1.3,13
D014971,O016058,RIDER2490,43,45,14,2.5,2
D014972,O016060,RIDER2349,27,24,31,0.9,0
D014973,O016061,RIDER1375,25,45,42,3.0,20
D014974,O016062,RIDER0394,28,59,21,1.1,31
D014975,O016063,RIDER1318,28,33,40,2.7,5
D014976,O016064,RIDER1509,37,45,32,1.4,8
D014977,O016065,RIDER1049,32,38,30,5.2,6
D014978,O016067,RIDER1699,43,62,39,4.9,19
D014979,O016068,RIDER2193,27,30,36,3.7,3
D014980,O016069,RIDER1473,61,56,38,1.8,0
D014981,O016070,RIDER2049,37,51,30,3.6,14
D014982,O016072,RIDER0413,24,32,20,0.5,8
D014983,O016073,RIDER0216,40,42,23,0.8,2
D014984,O016074,RIDER2032,36,54,17,0.3,18
D014985,O016075,RIDER2254,31,39,17,2.5,8
D014986,O016076,RIDER1862,29,30,42,0.7,1
D014987,O016077,RIDER0054,47,42,16,1.2,0
D014988,O016078,RIDER1122,23,26,31,1.1,3
D014989,O016079,RIDER1306,37,40,18,5.4,3
D014990,O016080,RIDER2229,29,44,40,5.1,15
D014991,O016081,RIDER1737,24,22,31,0.7,0
D014992,O016082,RIDER2245,36,64,31,0.2,28
D014993,O016083,RIDER0531,29,54,24,4.6,25
D014994,O016084,RIDER2304,28,23,39,1.1,0
D014995,O016085,RIDER1915,43,54,14,15.5,11
D014996,O016087,RIDER1948,34,49,41,3.1,15
D014997,O016088,RIDER1062,27,28,42,3.7,1
D014998,O016089,RIDER1077,25,59,21,0.2,34
D014999,O016090,RIDER0254,27,29,36,2.6,2
D015000,O016091,RIDER0389,33,35,20,1.8,2
D015001,O016092,RIDER0645,25,21,14,3.2,0
D015002,O016093,RIDER2334,33,31,33,4.8,0
D015003,O016094,RIDER0055,56,60,27,11.5,4
D015004,O016095,RIDER2417,36,35,38,18.2,0
D015005,O016096,RIDER0019,24,28,42,6.8,4
D015006,O016097,RIDER1399,51,71,40,5.4,20
D015007,O016098,RIDER1684,34,37,18,13.2,3
D015008,O016099,RIDER0472,33,55,38,3.3,22
D015009,O016100,RIDER0912,25,58,35,4.0,33
D015010,O016101,RIDER2436,47,46,21,6.4,0
D015011,O016102,RIDER1183,25,44,23,1.6,19
D015012,O016104,RIDER0156,42,46,31,1.5,4
D015013,O016105,RIDER2239,21,50,15,4.8,29
D015014,O016107,RIDER1437,33,66,36,3.5,33
D015015,O016108,RIDER1566,40,45,28,1.6,5
D015016,O016110,RIDER2226,47,74,22,1.5,27
D015017,O016111,RIDER1796,35,63,25,5.0,28
D015018,O016112,RIDER0451,22,23,21,1.4,1
D015019,O016113,RIDER0780,18,32,39,4.0,14
D015020,O016114,RIDER1068,44,73,14,3.0,29
D015021,O016115,RIDER0822,51,65,14,0.6,14
D015022,O016116,RIDER1019,35,39,25,6.3,4
D015023,O016118,RIDER0259,27,29,27,1.8,2
D015024,O016119,RIDER2045,19,26,36,1.6,7
D015025,O016120,RIDER2039,22,32,28,1.6,10
D015026,O016122,RIDER1072,40,67,40,4.4,27
D015027,O016123,RIDER1514,49,46,15,6.5,0
D015028,O016125,RIDER2275,52,53,16,13.4,1
D015029,O016126,RIDER1460,24,41,28,0.6,17
D015030,O016127,RIDER2331,32,61,36,0.8,29
D015031,O016128,RIDER1072,38,67,31,4.3,29
D015032,O016129,RIDER0170,51,50,21,3.9,0
D015033,O016130,RIDER1788,22,28,15,2.8,6
D015034,O016131,RIDER0132,37,44,41,0.8,7
D015035,O016132,RIDER1025,24,20,35,1.4,0
D015036,O016133,RIDER1459,65,94,28,3.8,29
D015037,O016134,RIDER0613,23,53,16,7.5,30
D015038,O016135,RIDER0089,65,71,29,2.1,6
D015039,O016136,RIDER2158,25,31,35,2.4,6
D015040,O016137,RIDER1115,30,31,38,9.9,1
D015041,O016138,RIDER0538,23,29,40,0.4,6
D015042,O016139,RIDER0366,27,25,41,1.2,0
D015043,O016140,RIDER0697,36,61,36,1.3,25
D015044,O016141,RIDER2151,30,27,17,2.2,0
D015045,O016142,RIDER0433,25,54,28,0.3,29
D015046,O016144,RIDER2174,31,28,16,4.6,0
D015047,O016145,RIDER2274,18,16,26,0.4,0
D015048,O016146,RIDER1172,37,53,42,2.9,16
D015049,O016147,RIDER1547,22,22,17,3.7,0
D015050,O016149,RIDER2227,29,24,18,5.0,0
D015051,O016151,RIDER1117,29,28,27,2.4,0
D015052,O016152,RIDER0388,45,79,16,1.6,34
D015053,O016153,RIDER2042,32,35,32,0.7,3
D015054,O016154,RIDER2094,22,24,31,3.7,2
D015055,O016155,RIDER0159,59,64,24,7.5,5
D015056,O016156,RIDER0514,25,21,27,2.1,0
D015057,O016157,RIDER0998,25,27,20,4.7,2
D015058,O016158,RIDER1582,24,22,38,1.2,0
D015059,O016159,RIDER2054,30,31,40,0.8,1
D015060,O016160,RIDER1637,25,26,21,0.8,1
D015061,O016161,RIDER0171,33,43,16,5.5,10
D015062,O016162,RIDER0565,28,29,42,4.2,1
D015063,O016163,RIDER1646,23,21,37,6.9,0
D015064,O016164,RIDER1142,37,42,22,0.9,5
D015065,O016165,RIDER1927,37,33,25,6.7,0
D015066,O016166,RIDER0568,50,50,38,4.0,0
D015067,O016167,RIDER1461,26,33,33,6.7,7
D015068,O016168,RIDER0098,25,27,38,0.5,2
D015069,O016169,RIDER0761,22,32,23,1.5,10
D015070,O016170,RIDER0897,37,36,38,7.2,0
D015071,O016171,RIDER0127,39,36,33,4.0,0
D015072,O016172,RIDER1177,28,26,17,4.2,0
D015073,O016173,RIDER2035,30,31,31,1.5,1
D015074,O016174,RIDER0470,70,89,27,0.7,19
D015075,O016175,RIDER0687,28,25,25,2.7,0
D015076,O016176,RIDER1697,31,31,21,0.7,0
D015077,O016177,RIDER1472,38,54,37,6.2,16
D015078,O016178,RIDER0183,41,61,23,2.0,20
D015079,O016179,RIDER2443,41,42,21,4.6,1
D015080,O016180,RIDER1127,30,48,18,3.5,18
D015081,O016181,RIDER0439,29,28,15,1.5,0
D015082,O016182,RIDER1367,23,37,36,4.2,14
D015083,O016183,RIDER1007,27,33,40,0.5,6
D015084,O016184,RIDER0648,30,41,29,2.6,11
D015085,O016186,RIDER0438,24,46,27,0.4,22
D015086,O016187,RIDER1555,21,41,37,6.4,20
D015087,O016188,RIDER2058,42,46,42,1.8,4
D015088,O016189,RIDER1469,51,83,21,0.8,32
D015089,O016190,RIDER0888,26,24,38,11.5,0
D015090,O016191,RIDER0203,24,39,19,0.2,15
D015091,O016192,RIDER1446,32,34,37,1.3,2
D015092,O016193,RIDER2365,25,31,24,1.7,6
D015093,O016194,RIDER1903,38,40,36,0.8,2
D015094,O016195,RIDER1333,41,39,38,6.3,0
D015095,O016196,RIDER2390,42,44,31,4.0,2
D015096,O016198,RIDER2403,37,36,30,1.7,0
D015097,O016199,RIDER0912,27,35,33,1.2,8
D015098,O016200,RIDER1918,33,28,18,8.0,0
D015099,O016201,RIDER0104,23,41,22,4.0,18
D015100,O016202,RIDER1899,39,57,41,0.5,18
D015101,O016203,RIDER0997,52,82,31,0.1,30
D015102,O016204,RIDER2488,39,37,14,1.6,0
D015103,O016205,RIDER0966,28,32,31,8.5,4
D015104,O016206,RIDER1067,30,30,14,1.2,0
D015105,O016207,RIDER2449,52,56,31,0.5,4
D015106,O016208,RIDER0100,31,30,14,1.5,0
D015107,O016209,RIDER2476,36,41,30,6.1,5
D015108,O016210,RIDER2409,54,49,29,4.6,0
D015109,O016211,RIDER0202,42,50,36,9.5,8
D015110,O016213,RIDER2352,40,53,33,3.4,13
D015111,O016214,RIDER1335,25,29,14,1.9,4
D015112,O016215,RIDER0614,30,26,42,2.1,0
D015113,O016216,RIDER1813,44,72,16,1.7,28
D015114,O016217,RIDER0993,38,41,28,3.9,3
D015115,O016218,RIDER1149,56,60,36,3.9,4
D015116,O016219,RIDER1452,40,64,31,1.7,24
D015117,O016220,RIDER2242,70,85,32,6.8,15
D015118,O016221,RIDER2397,49,44,41,3.3,0
D015119,O016222,RIDER0563,31,50,30,9.5,19
D015120,O016223,RIDER0463,46,42,14,2.0,0
D015121,O016224,RIDER2206,22,22,37,2.3,0
D015122,O016225,RIDER2016,36,47,23,4.0,11
D015123,O016226,RIDER1538,26,22,27,0.5,0
D015124,O016228,RIDER0413,24,19,21,2.6,0
D015125,O016230,RIDER2304,29,30,35,3.6,1
D015126,O016231,RIDER0972,28,30,38,4.2,2
D015127,O016232,RIDER1810,28,27,36,3.0,0
D015128,O016233,RIDER1441,28,32,32,0.8,4
